artist_name,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
bob dylan,to be alone with you,0.707,0.326,9,-19.686,1,0.0541,0.614,3.06e-05,0.365,0.788,122.948,audio_features,7CuCP5OoLH77hJTibZQE4r,spotify:track:7CuCP5OoLH77hJTibZQE4r,https://api.spotify.com/v1/tracks/7CuCP5OoLH77hJTibZQE4r,https://api.spotify.com/v1/audio-analysis/7CuCP5OoLH77hJTibZQE4r,127600,4
michael franks,monkey see-monkey do,0.659,0.374,9,-13.536,1,0.221,0.648,0.0,0.0865,0.834,79.158,audio_features,65LeJBEMVBGJ8u68Cw8LXZ,spotify:track:65LeJBEMVBGJ8u68Cw8LXZ,https://api.spotify.com/v1/tracks/65LeJBEMVBGJ8u68Cw8LXZ,https://api.spotify.com/v1/audio-analysis/65LeJBEMVBGJ8u68Cw8LXZ,215293,4
collin raye,a bible and a bus ticket home,0.508,0.469,7,-7.57,1,0.0252,0.182,0.0,0.12,0.259,79.694,audio_features,3bjCcWDx3IdJRUcATZt95n,spotify:track:3bjCcWDx3IdJRUcATZt95n,https://api.spotify.com/v1/tracks/3bjCcWDx3IdJRUcATZt95n,https://api.spotify.com/v1/audio-analysis/3bjCcWDx3IdJRUcATZt95n,234400,4
placebo,every you every me,0.478,0.923,10,-7.547,1,0.0569,2.7e-05,0.719,0.325,0.165,133.135,audio_features,2Srd8Jgif3kc6ou6Z4pSYJ,spotify:track:2Srd8Jgif3kc6ou6Z4pSYJ,https://api.spotify.com/v1/tracks/2Srd8Jgif3kc6ou6Z4pSYJ,https://api.spotify.com/v1/audio-analysis/2Srd8Jgif3kc6ou6Z4pSYJ,213800,4
david bowie,quicksand,0.422,0.245,2,-17.091,1,0.0344,0.344,0.0,0.0737,0.329,117.347,audio_features,63PgfGFgAZUEzwGouciEC5,spotify:track:63PgfGFgAZUEzwGouciEC5,https://api.spotify.com/v1/tracks/63PgfGFgAZUEzwGouciEC5,https://api.spotify.com/v1/audio-analysis/63PgfGFgAZUEzwGouciEC5,306480,4
burning spear,marcus say jah no dead,0.708,0.579,5,-10.357,0,0.0531,0.000826,8.38e-05,0.157,0.537,122.792,audio_features,1raKLkelDDcX3KnsKhrljr,spotify:track:1raKLkelDDcX3KnsKhrljr,https://api.spotify.com/v1/tracks/1raKLkelDDcX3KnsKhrljr,https://api.spotify.com/v1/audio-analysis/1raKLkelDDcX3KnsKhrljr,233560,4
the gun club,preaching the blues,0.342,0.816,9,-9.238,1,0.0785,0.000939,8.16e-05,0.148,0.384,156.986,audio_features,4O4WrsiKj5fXuCs560vT2l,spotify:track:4O4WrsiKj5fXuCs560vT2l,https://api.spotify.com/v1/tracks/4O4WrsiKj5fXuCs560vT2l,https://api.spotify.com/v1/audio-analysis/4O4WrsiKj5fXuCs560vT2l,241334,4
ted nugent,"workin' hard, playin' hard",0.389,0.884,9,-5.622,1,0.116,0.0845,0.154,0.238,0.618,169.665,audio_features,7rxcvBPJP7mShFfsLigSWW,spotify:track:7rxcvBPJP7mShFfsLigSWW,https://api.spotify.com/v1/tracks/7rxcvBPJP7mShFfsLigSWW,https://api.spotify.com/v1/audio-analysis/7rxcvBPJP7mShFfsLigSWW,342733,4
whitesnake,victim of love,0.55,0.651,0,-12.974,1,0.0385,0.0759,4.09e-06,0.0947,0.747,103.221,audio_features,6qFn9wdfeRYwOkYSrUt2Iz,spotify:track:6qFn9wdfeRYwOkYSrUt2Iz,https://api.spotify.com/v1/tracks/6qFn9wdfeRYwOkYSrUt2Iz,https://api.spotify.com/v1/audio-analysis/6qFn9wdfeRYwOkYSrUt2Iz,213467,4
jah shaka,school of dub,0.86,0.281,0,-13.049,1,0.0796,0.0187,0.825,0.0884,0.54,122.41,audio_features,6YAIC7MUa3F0KoqsDgkfPC,spotify:track:6YAIC7MUa3F0KoqsDgkfPC,https://api.spotify.com/v1/tracks/6YAIC7MUa3F0KoqsDgkfPC,https://api.spotify.com/v1/audio-analysis/6YAIC7MUa3F0KoqsDgkfPC,269144,4
incubus,out from under,0.425,0.94,0,-4.673,1,0.0654,0.000137,0.0013,0.195,0.747,152.826,audio_features,6PPhdQDlCx3SbVYkKMlb74,spotify:track:6PPhdQDlCx3SbVYkKMlb74,https://api.spotify.com/v1/tracks/6PPhdQDlCx3SbVYkKMlb74,https://api.spotify.com/v1/audio-analysis/6PPhdQDlCx3SbVYkKMlb74,208480,4
labi siffre,"crying, laughing, loving, lying",0.508,0.394,7,-14.837,1,0.0275,0.797,0.393,0.0773,0.349,99.928,audio_features,28UWzdVYFe36w0GwDJlIwJ,spotify:track:28UWzdVYFe36w0GwDJlIwJ,https://api.spotify.com/v1/tracks/28UWzdVYFe36w0GwDJlIwJ,https://api.spotify.com/v1/audio-analysis/28UWzdVYFe36w0GwDJlIwJ,183200,4
slim thug,diamonds,0.826,0.633,4,-6.919,0,0.234,0.00762,0.0,0.363,0.692,119.587,audio_features,7iQ6KSGUeYY54zVpS6nn1b,spotify:track:7iQ6KSGUeYY54zVpS6nn1b,https://api.spotify.com/v1/tracks/7iQ6KSGUeYY54zVpS6nn1b,https://api.spotify.com/v1/audio-analysis/7iQ6KSGUeYY54zVpS6nn1b,193853,4
the dear hunter,what it means to be alone,0.445,0.849,10,-3.543,1,0.0436,0.00758,0.000107,0.623,0.33,139.992,audio_features,7qoevFlh0HPPt3mJXoTJoZ,spotify:track:7qoevFlh0HPPt3mJXoTJoZ,https://api.spotify.com/v1/tracks/7qoevFlh0HPPt3mJXoTJoZ,https://api.spotify.com/v1/audio-analysis/7qoevFlh0HPPt3mJXoTJoZ,289693,3
wishbone ash,handy,0.439,0.453,0,-14.459,1,0.0433,0.0132,0.517,0.105,0.198,147.026,audio_features,77p1lFItfo02snfx5carb5,spotify:track:77p1lFItfo02snfx5carb5,https://api.spotify.com/v1/tracks/77p1lFItfo02snfx5carb5,https://api.spotify.com/v1/audio-analysis/77p1lFItfo02snfx5carb5,694307,3
papa roach,blood brothers,0.475,0.958,2,-3.322,0,0.0581,0.000277,2.2e-06,0.432,0.624,169.16,audio_features,2Ll44WxlG2eiqL6NtEnf8M,spotify:track:2Ll44WxlG2eiqL6NtEnf8M,https://api.spotify.com/v1/tracks/2Ll44WxlG2eiqL6NtEnf8M,https://api.spotify.com/v1/audio-analysis/2Ll44WxlG2eiqL6NtEnf8M,213867,4
311,hey yo,0.538,0.9,1,-3.923,1,0.0579,0.00888,0.0,0.284,0.347,168.038,audio_features,2dLAN4OozcSRpuNtVXJtnz,spotify:track:2dLAN4OozcSRpuNtVXJtnz,https://api.spotify.com/v1/tracks/2dLAN4OozcSRpuNtVXJtnz,https://api.spotify.com/v1/audio-analysis/2dLAN4OozcSRpuNtVXJtnz,235773,4
the blackwater fever,the blackwater fever,0.575,0.606,8,-8.414,1,0.03,0.112,0.0221,0.0442,0.666,119.495,audio_features,2ltnjqMLJJz9MsXLJ3yLyt,spotify:track:2ltnjqMLJJz9MsXLJ3yLyt,https://api.spotify.com/v1/tracks/2ltnjqMLJJz9MsXLJ3yLyt,https://api.spotify.com/v1/audio-analysis/2ltnjqMLJJz9MsXLJ3yLyt,180867,4
black rob,i love you baby,0.782,0.688,7,-6.785,1,0.114,0.0148,0.0,0.364,0.511,93.986,audio_features,024h9MejLt7khAKIJ5rOif,spotify:track:024h9MejLt7khAKIJ5rOif,https://api.spotify.com/v1/tracks/024h9MejLt7khAKIJ5rOif,https://api.spotify.com/v1/audio-analysis/024h9MejLt7khAKIJ5rOif,216093,4
vern gosdin,stone cold heart,0.603,0.271,2,-16.465,1,0.0266,0.485,0.0188,0.229,0.533,74.474,audio_features,5zQLjkuc2TuFdYE6NhmqS1,spotify:track:5zQLjkuc2TuFdYE6NhmqS1,https://api.spotify.com/v1/tracks/5zQLjkuc2TuFdYE6NhmqS1,https://api.spotify.com/v1/audio-analysis/5zQLjkuc2TuFdYE6NhmqS1,165453,4
"bobby ""blue"" bland",i pity the fool,0.554,0.193,5,-16.14,0,0.0469,0.695,0.0,0.103,0.366,92.993,audio_features,4Nxid85fmQidPAY1ZD8Bo1,spotify:track:4Nxid85fmQidPAY1ZD8Bo1,https://api.spotify.com/v1/tracks/4Nxid85fmQidPAY1ZD8Bo1,https://api.spotify.com/v1/audio-analysis/4Nxid85fmQidPAY1ZD8Bo1,136867,3
alton ellis,breaking up,0.675,0.457,11,-12.11,1,0.0495,0.488,0.00127,0.138,0.793,76.282,audio_features,2HTI1KcA7DVxbkdPJtviMb,spotify:track:2HTI1KcA7DVxbkdPJtviMb,https://api.spotify.com/v1/tracks/2HTI1KcA7DVxbkdPJtviMb,https://api.spotify.com/v1/audio-analysis/2HTI1KcA7DVxbkdPJtviMb,147027,4
fleet foxes,battery kinzie,0.597,0.658,7,-6.288,1,0.0269,0.246,6.05e-05,0.111,0.873,138.958,audio_features,64rUORJh4zikFaieRu9xVq,spotify:track:64rUORJh4zikFaieRu9xVq,https://api.spotify.com/v1/tracks/64rUORJh4zikFaieRu9xVq,https://api.spotify.com/v1/audio-analysis/64rUORJh4zikFaieRu9xVq,169000,4
genesis,second home by the sea,0.474,0.777,4,-8.177,0,0.0288,0.000122,0.566,0.39,0.461,102.04,audio_features,1G9jeUXQNewsKfYPAMdLPj,spotify:track:1G9jeUXQNewsKfYPAMdLPj,https://api.spotify.com/v1/tracks/1G9jeUXQNewsKfYPAMdLPj,https://api.spotify.com/v1/audio-analysis/1G9jeUXQNewsKfYPAMdLPj,367400,4
michael jackson,you are there,0.605,0.843,4,-8.546,0,0.0604,0.469,0.00235,0.118,0.662,103.817,audio_features,3mnVgyzn5HC7Sqkn3B5zHs,spotify:track:3mnVgyzn5HC7Sqkn3B5zHs,https://api.spotify.com/v1/tracks/3mnVgyzn5HC7Sqkn3B5zHs,https://api.spotify.com/v1/audio-analysis/3mnVgyzn5HC7Sqkn3B5zHs,182787,4
billie holiday,deep song,0.471,0.184,10,-10.023,0,0.0318,0.984,5.94e-05,0.121,0.191,78.392,audio_features,6Tbyo6GAgUWuUBrUrAnC4y,spotify:track:6Tbyo6GAgUWuUBrUrAnC4y,https://api.spotify.com/v1/tracks/6Tbyo6GAgUWuUBrUrAnC4y,https://api.spotify.com/v1/audio-analysis/6Tbyo6GAgUWuUBrUrAnC4y,191791,5
rihanna,california king bed,0.452,0.571,7,-3.992,1,0.0359,0.25,0.0,0.114,0.327,169.899,audio_features,1NpDnkQO0yWxTtntrC0UNz,spotify:track:1NpDnkQO0yWxTtntrC0UNz,https://api.spotify.com/v1/tracks/1NpDnkQO0yWxTtntrC0UNz,https://api.spotify.com/v1/audio-analysis/1NpDnkQO0yWxTtntrC0UNz,251600,4
yazmin lacey,marie,0.677,0.365,8,-11.391,1,0.0337,0.216,0.0431,0.136,0.361,95.004,audio_features,3QOLAOYvfKcJ1D8yC4MU4c,spotify:track:3QOLAOYvfKcJ1D8yC4MU4c,https://api.spotify.com/v1/tracks/3QOLAOYvfKcJ1D8yC4MU4c,https://api.spotify.com/v1/audio-analysis/3QOLAOYvfKcJ1D8yC4MU4c,238973,4
ray price,born to lose,0.381,0.203,0,-18.686,1,0.0336,0.802,9.37e-06,0.26,0.368,109.572,audio_features,0oHt2iptTEhNSSav1esUsO,spotify:track:0oHt2iptTEhNSSav1esUsO,https://api.spotify.com/v1/tracks/0oHt2iptTEhNSSav1esUsO,https://api.spotify.com/v1/audio-analysis/0oHt2iptTEhNSSav1esUsO,134200,4
alice cooper,gail,0.493,0.32,9,-15.619,0,0.03,0.174,0.00206,0.434,0.345,119.97,audio_features,2IBQ47sMLdOWpsBfwIzbFN,spotify:track:2IBQ47sMLdOWpsBfwIzbFN,https://api.spotify.com/v1/tracks/2IBQ47sMLdOWpsBfwIzbFN,https://api.spotify.com/v1/audio-analysis/2IBQ47sMLdOWpsBfwIzbFN,150707,3
robert cray,where do i go from here,0.773,0.541,10,-8.97,0,0.0336,0.1,0.00269,0.188,0.813,96.626,audio_features,2UVkhMbd2T3lV4ftEgy4Iv,spotify:track:2UVkhMbd2T3lV4ftEgy4Iv,https://api.spotify.com/v1/tracks/2UVkhMbd2T3lV4ftEgy4Iv,https://api.spotify.com/v1/audio-analysis/2UVkhMbd2T3lV4ftEgy4Iv,243000,4
crystal gayle,ready for the times to get better,0.674,0.335,11,-13.34,0,0.0319,0.829,6.26e-06,0.143,0.71,83.358,audio_features,3KtCCE9JqkfNE4Ld3jFVWE,spotify:track:3KtCCE9JqkfNE4Ld3jFVWE,https://api.spotify.com/v1/tracks/3KtCCE9JqkfNE4Ld3jFVWE,https://api.spotify.com/v1/audio-analysis/3KtCCE9JqkfNE4Ld3jFVWE,145093,3
tanya tucker,if your heart ain't busy tonight,0.565,0.635,5,-9.119,0,0.0319,0.14,0.0,0.11,0.841,176.796,audio_features,70wFqhcAURVcjgMMx6M4ak,spotify:track:70wFqhcAURVcjgMMx6M4ak,https://api.spotify.com/v1/tracks/70wFqhcAURVcjgMMx6M4ak,https://api.spotify.com/v1/audio-analysis/70wFqhcAURVcjgMMx6M4ak,184893,4
ronnie milsap,i might have said,0.596,0.358,0,-11.869,1,0.0266,0.277,0.0,0.166,0.238,141.469,audio_features,3yZTUB7FAoQG4PZq8cKyDP,spotify:track:3yZTUB7FAoQG4PZq8cKyDP,https://api.spotify.com/v1/tracks/3yZTUB7FAoQG4PZq8cKyDP,https://api.spotify.com/v1/audio-analysis/3yZTUB7FAoQG4PZq8cKyDP,248693,4
jon bellion,hand of god,0.538,0.538,0,-6.601,0,0.164,0.302,0.0,0.121,0.389,153.958,audio_features,6ej9jEXBeQI7PTbx68KHfi,spotify:track:6ej9jEXBeQI7PTbx68KHfi,https://api.spotify.com/v1/tracks/6ej9jEXBeQI7PTbx68KHfi,https://api.spotify.com/v1/audio-analysis/6ej9jEXBeQI7PTbx68KHfi,337551,4
joe walsh,alphabetical order,0.707,0.688,11,-12.192,0,0.0378,0.00737,0.00153,0.0467,0.557,115.228,audio_features,7EMZSshbiiPkhR12fwOt0C,spotify:track:7EMZSshbiiPkhR12fwOt0C,https://api.spotify.com/v1/tracks/7EMZSshbiiPkhR12fwOt0C,https://api.spotify.com/v1/audio-analysis/7EMZSshbiiPkhR12fwOt0C,297866,4
lee ann womack,the healing kind,0.544,0.239,6,-11.757,1,0.0312,0.596,7.27e-05,0.134,0.431,123.039,audio_features,3XtwqL0pHwxVPrRBJnOauD,spotify:track:3XtwqL0pHwxVPrRBJnOauD,https://api.spotify.com/v1/tracks/3XtwqL0pHwxVPrRBJnOauD,https://api.spotify.com/v1/audio-analysis/3XtwqL0pHwxVPrRBJnOauD,182493,4
primus,too many puppies,0.487,0.905,2,-5.085,1,0.118,0.0248,9.34e-05,0.175,0.624,159.622,audio_features,30dxVfMjlhBY6fXo3ThhJM,spotify:track:30dxVfMjlhBY6fXo3ThhJM,https://api.spotify.com/v1/tracks/30dxVfMjlhBY6fXo3ThhJM,https://api.spotify.com/v1/audio-analysis/30dxVfMjlhBY6fXo3ThhJM,236827,4
neil diamond,america,0.548,0.488,0,-14.834,1,0.0318,0.00974,0.000205,0.187,0.269,126.446,audio_features,5mY04rUWixYG9amFzMJDhI,spotify:track:5mY04rUWixYG9amFzMJDhI,https://api.spotify.com/v1/tracks/5mY04rUWixYG9amFzMJDhI,https://api.spotify.com/v1/audio-analysis/5mY04rUWixYG9amFzMJDhI,257600,4
miranda lambert,smoking jacket,0.539,0.56,0,-10.253,1,0.0312,0.471,0.0309,0.111,0.153,101.904,audio_features,7aqLcSYNyo7zHNCdL4X1y6,spotify:track:7aqLcSYNyo7zHNCdL4X1y6,https://api.spotify.com/v1/tracks/7aqLcSYNyo7zHNCdL4X1y6,https://api.spotify.com/v1/audio-analysis/7aqLcSYNyo7zHNCdL4X1y6,294573,4
dan fogelberg,only the heart may know,0.249,0.107,2,-19.023,1,0.0304,0.714,0.0,0.0959,0.334,167.799,audio_features,2L9PjIRJJ9I6yTDUtUKVcf,spotify:track:2L9PjIRJJ9I6yTDUtUKVcf,https://api.spotify.com/v1/tracks/2L9PjIRJJ9I6yTDUtUKVcf,https://api.spotify.com/v1/audio-analysis/2L9PjIRJJ9I6yTDUtUKVcf,251000,3
the heptones,in love with you,0.623,0.511,6,-8.881,1,0.0355,0.537,0.0,0.538,0.807,80.943,audio_features,1ALdMusGDz0NT4YVI3q6Iu,spotify:track:1ALdMusGDz0NT4YVI3q6Iu,https://api.spotify.com/v1/tracks/1ALdMusGDz0NT4YVI3q6Iu,https://api.spotify.com/v1/audio-analysis/1ALdMusGDz0NT4YVI3q6Iu,177933,4
don gibson,above and beyond,0.525,0.336,7,-15.944,1,0.0434,0.953,0.0416,0.132,0.788,144.376,audio_features,3XNwaKqSnAirzXN2OQGF3d,spotify:track:3XNwaKqSnAirzXN2OQGF3d,https://api.spotify.com/v1/tracks/3XNwaKqSnAirzXN2OQGF3d,https://api.spotify.com/v1/audio-analysis/3XNwaKqSnAirzXN2OQGF3d,127547,4
oscar peterson,bill,0.633,0.602,8,-12.35,1,0.0366,0.704,0.284,0.0791,0.853,112.685,audio_features,2VnrlK8fagFRb1SF6p0S6g,spotify:track:2VnrlK8fagFRb1SF6p0S6g,https://api.spotify.com/v1/tracks/2VnrlK8fagFRb1SF6p0S6g,https://api.spotify.com/v1/audio-analysis/2VnrlK8fagFRb1SF6p0S6g,159993,4
judy collins,bread and roses,0.35,0.186,10,-15.875,1,0.0395,0.874,0.0,0.19,0.342,118.275,audio_features,1zBpuHWodpDufPON9nnxLY,spotify:track:1zBpuHWodpDufPON9nnxLY,https://api.spotify.com/v1/tracks/1zBpuHWodpDufPON9nnxLY,https://api.spotify.com/v1/audio-analysis/1zBpuHWodpDufPON9nnxLY,185267,3
faith hill,it will be me,0.527,0.442,7,-10.985,1,0.0295,0.465,0.0,0.144,0.447,133.137,audio_features,3acRlI6blIFTqSLdPNoWPG,spotify:track:3acRlI6blIFTqSLdPNoWPG,https://api.spotify.com/v1/tracks/3acRlI6blIFTqSLdPNoWPG,https://api.spotify.com/v1/audio-analysis/3acRlI6blIFTqSLdPNoWPG,226560,4
afi,dancing through sunday,0.555,0.98,3,-2.849,0,0.0947,0.00291,0.0,0.279,0.643,114.078,audio_features,4O5GKVbnQ8U9BxYWu0hIug,spotify:track:4O5GKVbnQ8U9BxYWu0hIug,https://api.spotify.com/v1/tracks/4O5GKVbnQ8U9BxYWu0hIug,https://api.spotify.com/v1/audio-analysis/4O5GKVbnQ8U9BxYWu0hIug,146667,4
roy orbison,the crowd,0.266,0.337,5,-9.549,1,0.0304,0.809,9.8e-05,0.0765,0.438,91.755,audio_features,2FNMqr56jFSLyI2GcKgM68,spotify:track:2FNMqr56jFSLyI2GcKgM68,https://api.spotify.com/v1/tracks/2FNMqr56jFSLyI2GcKgM68,https://api.spotify.com/v1/audio-analysis/2FNMqr56jFSLyI2GcKgM68,144280,4
the flying eyes,bad blood,0.346,0.649,9,-5.664,1,0.0359,0.715,0.00096,0.192,0.53,90.023,audio_features,0QDtN5ifLue8gO7DP4HGyv,spotify:track:0QDtN5ifLue8gO7DP4HGyv,https://api.spotify.com/v1/tracks/0QDtN5ifLue8gO7DP4HGyv,https://api.spotify.com/v1/audio-analysis/0QDtN5ifLue8gO7DP4HGyv,233893,4
coldplay,politik,0.262,0.482,5,-7.75,0,0.0294,0.0364,0.000189,0.11,0.063,170.968,audio_features,0u35Dpz37TY2M2j20RUdMf,spotify:track:0u35Dpz37TY2M2j20RUdMf,https://api.spotify.com/v1/tracks/0u35Dpz37TY2M2j20RUdMf,https://api.spotify.com/v1/audio-analysis/0u35Dpz37TY2M2j20RUdMf,318627,4
the black angels,the sniper,0.311,0.709,4,-7.235,1,0.0331,0.000104,0.215,0.156,0.343,108.284,audio_features,3tX4hDnn0n6B066kOFmziQ,spotify:track:3tX4hDnn0n6B066kOFmziQ,https://api.spotify.com/v1/tracks/3tX4hDnn0n6B066kOFmziQ,https://api.spotify.com/v1/audio-analysis/3tX4hDnn0n6B066kOFmziQ,256627,4
rosemary clooney,mandy,0.64,0.357,7,-7.486,1,0.0338,0.833,0.0,0.121,0.453,121.202,audio_features,6TjpGzKvek8CCRa8xwxXDm,spotify:track:6TjpGzKvek8CCRa8xwxXDm,https://api.spotify.com/v1/tracks/6TjpGzKvek8CCRa8xwxXDm,https://api.spotify.com/v1/audio-analysis/6TjpGzKvek8CCRa8xwxXDm,157200,4
james cotton,diggin' my potatoes,0.785,0.278,9,-14.973,1,0.136,0.983,0.0409,0.388,0.924,117.031,audio_features,55Mx8N3JKrvr6sjGRIBfGL,spotify:track:55Mx8N3JKrvr6sjGRIBfGL,https://api.spotify.com/v1/tracks/55Mx8N3JKrvr6sjGRIBfGL,https://api.spotify.com/v1/audio-analysis/55Mx8N3JKrvr6sjGRIBfGL,127093,4
sonic youth,androgynous mind,0.323,0.772,2,-10.319,1,0.35,0.128,0.112,0.527,0.219,148.561,audio_features,0B0KaRWxOGlVkumLXIBluG,spotify:track:0B0KaRWxOGlVkumLXIBluG,https://api.spotify.com/v1/tracks/0B0KaRWxOGlVkumLXIBluG,https://api.spotify.com/v1/audio-analysis/0B0KaRWxOGlVkumLXIBluG,210360,4
cale dodds,what we gonna do about it,0.558,0.767,4,-4.561,0,0.0491,0.108,0.0,0.0954,0.715,158.019,audio_features,3yplsfpJxafV8aRe1XA7yL,spotify:track:3yplsfpJxafV8aRe1XA7yL,https://api.spotify.com/v1/tracks/3yplsfpJxafV8aRe1XA7yL,https://api.spotify.com/v1/audio-analysis/3yplsfpJxafV8aRe1XA7yL,163049,4
the black keys,lies,0.436,0.626,2,-7.612,1,0.0361,0.295,0.697,0.117,0.409,94.643,audio_features,2scIG4pnqvCStKHTZiWB0V,spotify:track:2scIG4pnqvCStKHTZiWB0V,https://api.spotify.com/v1/tracks/2scIG4pnqvCStKHTZiWB0V,https://api.spotify.com/v1/audio-analysis/2scIG4pnqvCStKHTZiWB0V,219891,4
mikey dread,props-man style,0.741,0.344,10,-19.538,1,0.0679,0.129,0.869,0.0699,0.475,137.015,audio_features,0IiMne2pv3yBkTnaJUUwNA,spotify:track:0IiMne2pv3yBkTnaJUUwNA,https://api.spotify.com/v1/tracks/0IiMne2pv3yBkTnaJUUwNA,https://api.spotify.com/v1/audio-analysis/0IiMne2pv3yBkTnaJUUwNA,212413,4
jane monheit,a time for love,0.249,0.284,1,-12.1,0,0.0368,0.941,5.62e-05,0.239,0.0738,116.665,audio_features,0Oho1Elt6nNyiHZyZR8OaG,spotify:track:0Oho1Elt6nNyiHZyZR8OaG,https://api.spotify.com/v1/tracks/0Oho1Elt6nNyiHZyZR8OaG,https://api.spotify.com/v1/audio-analysis/0Oho1Elt6nNyiHZyZR8OaG,301320,4
diane schuur,teach me tonight,0.238,0.148,7,-18.289,1,0.0349,0.693,0.00023,0.108,0.0672,175.074,audio_features,7rSlGa9R3WHtkVGuDCyoEh,spotify:track:7rSlGa9R3WHtkVGuDCyoEh,https://api.spotify.com/v1/tracks/7rSlGa9R3WHtkVGuDCyoEh,https://api.spotify.com/v1/audio-analysis/7rSlGa9R3WHtkVGuDCyoEh,234640,3
josh turner,nowhere fast,0.604,0.485,4,-6.829,1,0.0355,0.313,1.24e-06,0.0763,0.433,145.896,audio_features,5CEShjK3uYlUoH9tPpgk5w,spotify:track:5CEShjK3uYlUoH9tPpgk5w,https://api.spotify.com/v1/tracks/5CEShjK3uYlUoH9tPpgk5w,https://api.spotify.com/v1/audio-analysis/5CEShjK3uYlUoH9tPpgk5w,329000,4
herbie mann,one note samba,0.636,0.209,3,-17.449,1,0.083,0.903,0.000996,0.317,0.731,82.332,audio_features,5xTt7WCmlfdSa9aP3MV56A,spotify:track:5xTt7WCmlfdSa9aP3MV56A,https://api.spotify.com/v1/tracks/5xTt7WCmlfdSa9aP3MV56A,https://api.spotify.com/v1/audio-analysis/5xTt7WCmlfdSa9aP3MV56A,201840,4
glen campbell,god only knows,0.386,0.428,7,-11.788,1,0.0251,0.289,0.00618,0.215,0.331,72.978,audio_features,21y4MAL3qi5rjUb5IIKqrx,spotify:track:21y4MAL3qi5rjUb5IIKqrx,https://api.spotify.com/v1/tracks/21y4MAL3qi5rjUb5IIKqrx,https://api.spotify.com/v1/audio-analysis/21y4MAL3qi5rjUb5IIKqrx,200573,4
jesse & joy,la de la mala suerte,0.545,0.466,6,-6.659,1,0.0301,0.0381,0.0,0.353,0.351,139.978,audio_features,40qGH4aiVeaFW7qIPCyTVa,spotify:track:40qGH4aiVeaFW7qIPCyTVa,https://api.spotify.com/v1/tracks/40qGH4aiVeaFW7qIPCyTVa,https://api.spotify.com/v1/audio-analysis/40qGH4aiVeaFW7qIPCyTVa,251147,4
don williams,lone star state of mind,0.623,0.449,4,-13.811,1,0.0247,0.361,5.73e-06,0.413,0.816,93.233,audio_features,098h9BfQHAky0Wo8NzhpOq,spotify:track:098h9BfQHAky0Wo8NzhpOq,https://api.spotify.com/v1/tracks/098h9BfQHAky0Wo8NzhpOq,https://api.spotify.com/v1/audio-analysis/098h9BfQHAky0Wo8NzhpOq,187133,4
connie francis,i have but one heart,0.19,0.129,8,-14.108,1,0.0386,0.926,0.000316,0.113,0.0774,73.814,audio_features,6sk6bCM7bhpVIJPSXjv1rr,spotify:track:6sk6bCM7bhpVIJPSXjv1rr,https://api.spotify.com/v1/tracks/6sk6bCM7bhpVIJPSXjv1rr,https://api.spotify.com/v1/audio-analysis/6sk6bCM7bhpVIJPSXjv1rr,213920,3
vince gill,maybe tonight,0.607,0.447,2,-9.67,1,0.0269,0.424,3.23e-06,0.118,0.424,124.877,audio_features,6CCG3ZO0TS924yKQXDmZgC,spotify:track:6CCG3ZO0TS924yKQXDmZgC,https://api.spotify.com/v1/tracks/6CCG3ZO0TS924yKQXDmZgC,https://api.spotify.com/v1/audio-analysis/6CCG3ZO0TS924yKQXDmZgC,291640,4
bette midler,when a man loves a woman,0.205,0.54,1,-10.715,1,0.0468,0.622,0.00248,0.704,0.419,172.246,audio_features,5VAb9PUHC2VgVtyjWAatsb,spotify:track:5VAb9PUHC2VgVtyjWAatsb,https://api.spotify.com/v1/tracks/5VAb9PUHC2VgVtyjWAatsb,https://api.spotify.com/v1/audio-analysis/5VAb9PUHC2VgVtyjWAatsb,299600,3
all them witches,open passageways,0.356,0.589,9,-8.248,0,0.0308,0.0376,0.6,0.194,0.2,155.995,audio_features,1gIoIq3RF1wl3Pp6d1Clzb,spotify:track:1gIoIq3RF1wl3Pp6d1Clzb,https://api.spotify.com/v1/tracks/1gIoIq3RF1wl3Pp6d1Clzb,https://api.spotify.com/v1/audio-analysis/1gIoIq3RF1wl3Pp6d1Clzb,194013,4
culture,elijah,0.926,0.461,5,-13.849,0,0.14,0.00472,2.46e-06,0.0334,0.843,133.268,audio_features,63hfQB7oePVNI5mSuWklNo,spotify:track:63hfQB7oePVNI5mSuWklNo,https://api.spotify.com/v1/tracks/63hfQB7oePVNI5mSuWklNo,https://api.spotify.com/v1/audio-analysis/63hfQB7oePVNI5mSuWklNo,225773,4
george strait,the cowboy rides away,0.686,0.332,7,-16.984,1,0.0268,0.0558,0.00142,0.368,0.64,109.067,audio_features,7hU1CsIXvplis81SZJ6ESE,spotify:track:7hU1CsIXvplis81SZJ6ESE,https://api.spotify.com/v1/tracks/7hU1CsIXvplis81SZJ6ESE,https://api.spotify.com/v1/audio-analysis/7hU1CsIXvplis81SZJ6ESE,202307,4
